,insc,cn2,ch2,lc2,rd2,cn,ch,lc,mt,rd
2386,cfacab7dac22d85fa964377ea32b4be78a3b648e,448.3,485.1,585.5,560,572.5,652.3,623.1,574.5,960
2388,dafda14a14ae17b06457a9c751ca709641fa2a43,462.1,567.2,549.9,680,408.4,516.4,476,403,560
2389,e254342fabb9a77fb9d3e975a61a3e30928adfda,542.2,557,617,800,451.4,546.7,560.4,549.7,540
2392,2983370b79c09bf78418e4335e0884bb926a5fb0,419.9,557.4,504.9,560,423.6,518,515.7,465.5,440
2393,0807d301b8c5484c9bace1f909f1e76b8656c91e,485.2,600,594.4,640,520,533.5,616.3,586.1,700
2394,4816f04ccbaa1e4b65de8f216a428e1a35cec252,373,497.7,408.4,600,496.7,494.7,486.2,500.3,500
2395,00ad5d5600298c70d3a4511ef2e84a483bb22c86,370,486.4,490.5,460,479.5,629.5,524.7,552.6,380
2396,7b807ff1f62f5e196af28f0b495c359dccba903e,443.1,519.4,467.8,540,459.2,475.4,410.3,490.5,540
2397,3827e819a620d8f9a085c22cea412b1865aed0c7,433,514.5,518.9,620,449.9,507.5,520.1,451.9,520
2398,8f8c6bc5499c24cda37005caa310b7207d7801ed,587.6,640.8,576.4,580,375.8,628.9,626.2,474.9,800
2399,5d26e9941bde49a3523668999ea53f4cd6d7c9e6,414.1,406.6,477.2,560,488.4,534.4,476.8,369.8,480
2400,da2d48a8443b76c28d3073a76005e912d2e152b4,568.6,658.8,488.1,800,598.9,607.1,579.6,681.8,600
2401,3e5fa0fda2258366ec6de455735875bd7a86e30a,421.9,415.8,514.4,580,436.3,540.5,563.4,358.7,480
2402,9d8fbcca019a71a67c870dce2de462a019da9c69,528.7,595.3,560.8,480,384,443,525.1,506.2,0
2403,3dfe82e880147acb09c7170075a65b923c53b6d0,480.6,537.3,506.8,500,482.2,560.6,560.7,427.3,400
2404,c6b1200a3cda2550da02561106d01d043db73a44,379.1,512,463.2,0,537,415.5,528.5,454.5,640
2406,17a85e2166e19b1993126fbff01206beae738a06,661.5,646.8,662.8,760,416.5,474,416.8,468.3,560
2407,ca61f22d18a2a12d4b334bc0886508a65fd06cf8,437.5,597.9,459.2,540,464.7,558.6,525.3,460.6,560
2408,9f9fc65511e3191de84d8ee129a1e499bfaeadd0,458.7,577.8,479.6,600,418.7,492.7,448.9,447.5,500
2411,0ebc697a57f14982a84f3eec580484644f6c000a,486.2,554.5,565.5,620,444.2,530,503.5,469.5,520
2412,bd507a7d96c89d9e0991798a6f9e7e452c5570ad,380.9,502.7,549.6,380,407.3,459.1,432.6,626.9,580
2413,d74bea2e5f86bd313b6bb7907a82b740c6f18e1e,444.2,409.9,519.7,540,595.6,596,595.9,574.9,620
2414,446ced3e5fde8d61781304cb4e9e9fe131628a50,592,581.5,579.4,720,546.1,494.7,548.5,561.7,480
2415,8e02a8d2104547a599667b38312691bd19b3bb05,487.6,542.2,457.3,360,373.2,561.6,461.3,439.3,740
2416,e490a4b077b1d2750db453b48f6ad43a55cbedcb,581.9,616.6,608.3,780,532.9,619,615.9,454.7,880
2417,e4c9df4005db1531039b317e86eaaeac4b06c4fe,559.3,620.7,573.7,580,383.8,539.3,522.7,425.7,440
2418,85873d5f8b0edad63b2d5be9ddabc89dd2ddd1c0,396.7,438.2,490.3,440,417.8,507.4,501.2,490.3,500
2419,281fdf12804aeed37efddf06d2f156149fa25757,498.4,500,530.5,520,561.6,673.7,639.8,602.5,700
2420,b0bd0c8160b84d218958b30bfa84d36ae2eecc1d,583.1,564.7,539.5,640,510.8,586.2,563.2,465.9,640
2421,87fdb4510def669e4fa6434518d67d253058d250,434.4,514.3,510.5,560,599.7,634.3,584.2,710.3,760
2422,e1e7281374350c1d8823d83d22a4f29aafada269,533.8,536.5,540.9,640,373.2,380.6,487,396,560
2423,9cb8f42151a04431bca0fe29f4f8b9474ac6173c,463.1,496.7,554.6,460,414.2,491.9,435.6,372.1,340
2424,6769b690480fee480998f11ab1791b1ac6ea398f,562.5,550.1,577.9,520,472.2,583.3,535,453.7,520
2425,1e2bdf3db4cfe8a735053ac6fc31928cfe675822,605,638.1,619,660,480.8,471.7,520.7,506.4,480
2428,ba2f1709027e9bf363be7f6de512132f7d4af757,474.3,532.3,566.1,640,382.1,515,444.6,360.3,480
2430,0282178843e3c4cda6f4396d0f77ddf4dd5cf8ca,428.2,436.6,466.9,580,377.5,407.9,515.8,381.9,560
2432,6e91321e228d6d4dd87f9730a6551d72b33931ee,397.2,467.7,455.4,440,558.9,567.7,559.5,451.2,580
2433,1e48758bf7f8af48969afa1e56ffee66f92f41d2,455.2,530.3,506.7,420,402.3,429,399.3,397.7,320
2434,78ce05c90219380972197a06065cfb5a684f8b86,503,546,536.9,520,412.3,485.9,508.6,386.9,480
2436,d1937748cc2c90942de393c34c2255137c803eb2,475.7,605.5,565.6,480,546.4,576.2,610.8,383.4,720
2437,c133dc2945c16fb60ae37db0bc7743959f3da3d8,377.5,414.9,446,360,462.1,453.6,506.1,469,500
2438,83fa6da48f33782c6dcc3ff3a64a94022221df13,378.6,459.9,419.5,280,476.9,557.1,507.6,423.1,460
2439,d26a47079931199956f0b05bd3dcae4a0273459d,413.9,479.3,442.6,420,573.5,611.5,564.8,689,600
2441,d302df44c6e15373315852331ebd3b6dbbb4f2cc,604.4,637.9,570.1,880,427.6,490.1,551.5,570.6,540
2442,7c75c93b5545fdd9e5beb09c956a693548424643,397.6,448,441.7,520,516.4,592.6,570.8,359.7,520
2443,85850927c26adce658c878c72674532ff1355a0a,448.1,595.1,517.7,560,474.8,503.8,551.2,447.8,460
2444,d1244777ca02ba8c470c11d07fd4d1f1aeef2841,530.9,415.3,474.1,540,434.8,559.4,477.2,507.4,360
2445,ffbae0ca9e948254b873fc862b12fe39957058e3,509.8,508.7,457.8,320,437.4,531,545.3,435.6,560
2448,b96064b65630b4832f20c47ce3b7ed5f9be9a052,433.3,537,531.8,600,540.2,512.2,393,761.1,640
2449,f15ba67882369b617b42295b716c82d8e5af5c70,585.4,679,617,740,498.1,553.6,523.5,479.1,380
2450,4231b98f39f34149443bd70a4ccef54336a925b1,600.6,600.2,581.9,840,475.3,511.4,496.4,359.9,600
2451,f35249833d1bebb70b5fa6345904cb0e3f222600,611.7,634.4,591.9,760,500.9,369.6,387,454.1,320
2452,407d69d21909f9944c6ae17a2a3266993b2a5846,595.6,519.5,508.5,360,401.6,374.5,374.1,362,400
2454,e4af0fe1eece28c3316bdb5f7859e0555d816adb,594.1,547.6,568.7,520,612.8,660.6,619.6,701.7,580
2455,01ece8c37e9e349da24020b3a914426b212bf893,490.2,625.2,592.8,780,415,511.8,525.7,379,680
2456,e2340afbf8f44e672546d21c55a7f16918540ae5,525.3,567.5,535.8,560,428.4,489,501.8,518.4,500
2457,b2e5a9e7f53f8f9a8078a5bee7ec6a981a95856a,463.7,520,518.8,820,521.5,610.8,518.8,602.2,760
2458,fa6c1cf41ff915d405e1f65f10f564a117baba9d,567.7,520.2,523.7,540,522.2,537.3,535.7,429.9,360
2459,95b67d2b35b0e9d32ffa518017824bb909f823ff,583.2,653.5,595,860,503.4,547.3,588.4,598.8,440
2461,038f4ea50e490ef4dc4a8a66d2a938fb5af4cfbb,583.3,588.7,621.7,700,585.3,598.4,640.8,428.5,500
2462,8b7d82c481a6ed4a1c5d0ca8012da250be2f0d6d,406.7,436.2,507.3,560,408.6,563.3,541.2,502.5,560
2464,e764e0c5d6420b20733cd195050ece92813088a8,459.9,475.3,548,560,572.2,586.5,523.2,531.3,600
2465,5885904584fd96c4b81b1c7dba12d3069f1279e7,476.4,500,477.9,500,411.8,491.7,559.6,392.3,440
2466,f3d828523fb53b206d38e0d6c383dcb8386fff06,440.5,555.8,554.1,540,431.5,454.6,471.1,408.5,460
2467,129760f8a10b98f61fc894a2643cae4cfb0bb4e2,459.8,458.5,521,500,556.4,587.1,551.5,568,720
2468,d93f82953b232e32f09c49980023a6dd5190f82e,403.9,449.7,466.2,400,375,550.6,545.9,419.7,660
2469,ebb32cf7d8b122a5dabd41723d31d834147b0944,398.1,564.6,479.4,340,469.4,525.7,471.3,448.4,400
2471,7ede2e4d7b38337e9819adbcd29f493efaf1422f,437.9,531.3,505.9,480,500.9,389,431,368.3,380
2472,b9e4381ea0e72ecc8e3151c5aa12a1eeb6f71ff3,409.3,513.8,499.1,400,421.1,434.9,449,372,560
2474,4c655a6be04f11039d8691c84f32a127aa31302b,442.8,507.5,533.1,360,421.3,456.1,369.8,387.6,260
2475,9b11807d3cd299ae7c4673b996efde237367869f,432.5,543.3,540.7,500,368.3,490,455.1,517.9,360
2477,e8f1b07f87537cb6dfa1ad1427023dc333615908,420.4,540.7,545.6,440,570.6,584,601.2,451,620
2480,6b6eee04163a5cd03fd3b7ae6c5dc1aabe77be1b,618.9,660.7,643.1,800,466.7,513.2,496.3,502.1,640
2481,ef18490c7eb36b305d531c27369096537d08755f,377.3,400.4,489.5,400,393,470.5,414.5,458.1,380
2482,c69a7ad481dacbef32e5b399675ec26c653c0983,489.8,590.4,516.2,500,525.1,587.1,579.9,623.9,760
2483,cf762d282e71afd27f192bfecbea9deecf0e48dd,388.2,519,482.5,0,593.7,578.6,576.5,604.2,680
2484,8da0e8a66b166af3fbcc90b8a3648dc4ce30ca66,488.1,429.2,522.2,540,472.3,583.2,534.5,534.2,600
2485,f97331e59feafd161d011018f9c74fba1fae199f,571.6,513.4,556.1,680,412.1,558.6,530.7,447.5,580
2486,58aa87c8d62f7e274075e201f0321699b63a2449,461.2,584,507.2,660,369.7,529.1,418,416.7,640
2489,c098d4843d7e2c6f092659d6c7e856561e1bf965,427.9,519.8,492.6,340,567.2,579.5,586.2,540.4,600
2490,69b82b274c4e45630e076443ad0f92022d55f561,511.3,582,562,500,498.7,519,562.2,430.8,680
2491,88c09b0e47df70ac2a800ee9356c07c149e47965,478.3,645.5,575.6,620,395.5,482.8,496.5,388.8,440
2492,c0f03ca18e52b127c3c65c66ca3e9ee8338066a9,483,480.7,533,640,450.8,509.2,523.8,473.6,580
2493,130552305b1d235736ead954f3a39a31a5e26a85,499.9,558.9,528.4,400,392.3,512.2,516.9,448.6,420
2496,38a2d03c567e15017340fc668151031745829f6f,436.7,517.9,375,480,389.8,439.4,524.6,383.4,560
2497,6ae74b2f1e84cea7bf8f3cae68aa0233fcf0d064,499.2,556.4,585.5,680,409.9,515.7,506.8,442.4,480
2498,f34367830fcea24bed44531a21723c743aa23388,407.7,454.2,440.8,500,409.4,534.6,516.5,512.1,620
2500,2947711097206170cb5cfcad8b3264e7d46cf84b,558.3,620.5,585.1,580,399.8,494.7,403.8,431.1,440
2501,e62a7ba6f2a93d3ad7f8762b64b4637d687fc2f8,393.9,455.8,392,520,402.5,518.4,506.9,399.7,520
2502,4236bab9aa4fda581822d73b2673e18173259236,545.9,698.6,574.4,580,452.3,636.5,570.8,473.3,520
2503,8b74ecf4de459564720217586afd122cdd9a8dc7,412.1,339.4,383,540,390,537.9,497.5,417.9,440
2504,3159104a8cb51f88391d02e5679c7b8164e3cf3c,419.8,404.4,472.6,560,589.1,607.8,637.6,659.6,700
2506,ea71616417d91e7c2de90e3cc7e429379b8cf720,517,579.4,559.9,300,415.5,469.5,501.7,558.3,500
2507,b88b2ecdda851269372c7abd185d062a7e6d2c06,494.2,659,588.8,340,412.3,382.1,460,465.9,480
2509,6a0719a5fb508494cab0f47bdd2f92e2d5d0572b,402.2,483.6,430.7,380,427.4,506.6,530.7,446.9,500
2512,d945f52c48de4820b70d2ff189e79d3533d6ad19,452.1,562.3,521.5,520,389.5,430.6,420.5,408.4,580
2513,8fe2c10948fd33bdc81b52c706b0ff35eb98363e,482.9,584.4,578.1,520,400.2,512.3,475.8,456.3,460
2514,52feee56c52b89353482d8ff79596da74721397d,421.4,554.2,554.9,540,439.2,558.2,551.1,488.6,620
2515,4e18ab8ae4fd83938f5494798f508d5367cac2d2,489.4,447.4,439.7,320,535.7,551.7,547.6,528.3,720
2517,8cd4a434960e502f24fc78dc6dec07b6f334b4b5,431.4,429.3,499.5,560,502.4,485.1,496.3,498,540
2518,a39c1a2900822cc809183f0ca9a5a5fb7b3ce78e,398.4,539.8,449.1,460,536.9,638.1,569.4,656.4,780
2519,54ff102165b4e93fac3b1f5da7f71819da23748e,461.9,433.2,433.6,400,363.4,480.2,471.3,456.5,440
2520,d4b5ef6763f16e3d4ed198c2fc6b08e7b7a4b813,400.3,463.6,472.7,480,425.5,451.1,509.4,453.7,420
2521,2d5560d6dbef33600be60952b3aca292c59ea7b0,444.2,566,522,500,596.1,636.5,672.4,713.7,840
2522,980beb6549cdfb6c50c021ebac3193ab8a767283,412.2,501.3,422.9,420,466.1,526.1,553.1,377.4,780
2523,49ce40d232d573f1b4c2dedaf7d62b51a41f376a,393.3,410.1,401.6,380,493.7,592.7,520.9,543.5,540
2524,976c956801b752be72d06bf859a82f6f8d81f125,452.8,521.7,447.1,560,442.4,394.1,402.8,435.8,320
2526,18f200b076c037a10fa275ac170a70490f5dfbb2,370.6,398.4,553.3,520,374.8,405.8,497.7,438.7,0
2529,cee30066639835f12782e9590849ca897ac1b171,590,632,600.1,740,683.9,676.5,609.6,662.4,800
2530,18130c488765f063eceb9fedfe87e7cdf2fbdb0d,501.1,591.3,592.8,600,450,531,445.4,404.3,400
2531,0181d96df3733bc40c221a488d453f150d34d829,471.8,575.3,499,600,434.4,411.7,481.8,440.7,560
2532,c9d8c520f64aa59e3b241482268d5071698514b7,493.4,524.8,430.9,500,611.9,667.3,622.8,568.2,580
2533,e4429cb4643af3638695f52912a9594f6bb5254a,474.3,466.4,503.5,600,501.5,571.4,578.7,402.6,620
2535,31b7a6f4a7402a43e668a2c7ced72e1a14bc1d79,539.1,631.5,549.2,700,411.1,501.3,408.3,359,600
2536,23aa1ab1064be4febd0b0e54f239176bac13d4a2,506.9,634.1,565,800,405.6,386.3,463.9,387.9,560
2537,813c8241c45c9baf7cc1ecae80a0690059c3d99f,553.1,555.3,622.5,600,385.2,512,415.7,477.9,560
2538,27ab51f4028992f4d54134a73a8bf348d9d8474a,406,553.3,534.6,620,388.7,529.4,550.2,383.2,540
2539,e3243dd90fbcd04e7d365b99f8dc3ff3ea632333,557.1,476.6,478.8,320,530.2,535.8,492.7,503.3,600
2540,4b213cf1f92a34b91d49d99d859efe8a2914694d,557,500.6,548.6,400,519.3,522.3,512,402.1,480
2541,63393ce3741aba030985130fbdc82348bc5c964a,430,606,574.6,580,488.2,622.7,645.3,409.2,520
2542,a0844cd384bb27f263b50028a152e1aea6f3041b,500,505.4,464.3,540,451.6,391.3,408.2,408.9,560
2544,175d6355ba4120e9f46ef8095cd0a6e3efaef2a0,398.4,444.4,519.5,520,521.3,679.9,624.5,582.6,560
2546,d0acd5258d606e92178448427c5c8b15ab1b4fc8,549.3,624.9,614,720,374.9,586.6,539.5,453.2,500
2548,97b06064bbe6f8ef5c82aad4c36edd13027bd276,488.8,570.1,544.2,480,439.6,586.9,532.3,494.9,460
2549,f797a3d3f9d36a2e6aa58777fda7860cbb5d45ef,416.8,419.9,480.4,0,461.2,498.2,449.6,472.9,600
2551,51e6eb7de613c8b30620286f5c0f462e81001120,375.6,522.2,408.1,460,398.5,515.5,485.5,451.5,300
2552,dbe6f4d0215f8d89d4b090cf67852e6b2d41f557,438.6,546.2,520.6,520,412.8,508.4,508.7,462.1,360
2553,72fb4a27711b359a6195f60a1ecd7e363180e008,501.3,517.7,507.6,500,452.9,600.9,605.5,609.4,700
2554,02b14c28322ce1f776ca1ba0ea56a9964d681fc7,393.5,509.7,522.1,460,473,578,575,518.7,600
2555,39d2bd056fe559e69df7f1ee9598823180c8f7e6,422.8,485.4,561.8,540,542.9,490.4,549.7,450.8,600
2556,149b7dbf924bf41b3096ea7e2479f7e8bf4723dd,514.5,575.5,569.9,580,452.5,497.2,448.3,511,700
2557,449e100c1d2dc0a74be99f3aea887ac2c80af9cc,603.6,666,599.7,800,458.9,547.9,468.7,395.8,580
2558,a619a9d3ca266f111b5d1a0a7404ac00f89453f2,426.1,493.7,487.4,800,428.5,578.1,570.1,445.3,540
2559,4a514b8fa6795dcd5e14ecd1c907d540244f637a,521.1,537.2,523.9,520,647.3,690.8,642.6,766.1,680
2560,1c4cf1dd3a08d83a4d5e05551e6768f0ac277f82,461.7,526.9,486.1,480,390.8,483.7,414.3,459.2,440
2561,13377ed3698676358403b48d0eda8c7ee1d6aecc,594.8,634.9,615,920,510,529.1,460,368.1,520
2562,0cc31c062cd6116dbd107ea8dcd2e65b2bf720bc,434.3,531.5,513.2,580,425.8,468.7,563.2,429.2,480
2564,ec4b170cd9fec2885fdc24b4b54c2dea7433af59,470.7,526.2,558.2,500,462.5,551.5,527,393,640
2566,ffd73716669770ef69fb5db55c040b4bf9ca8876,490,567,529.7,540,394.3,468,458.5,417.7,600
2567,d4348ecffd6bcf2240a87e2894b44b060871b4a8,480.5,568.6,513.5,580,455,518.1,517.2,538.8,620
2568,a0bad05324fa944b2f9f9f423b24dd4c0b8b9267,374.3,500.2,391.9,540,634,649.1,645.3,681.5,680
2569,20b0239ad3768ac025647a4114172ab3732b56cb,622.2,602.4,583.2,680,409.9,459.5,388.7,463.7,400
2570,e4fce8a6574ac028ae294e2df0adafbc01cf0d46,433.4,484.7,478.4,340,457.6,477.9,476.1,473.9,560
2572,df2acc0d65eae18026825eea094d5860a7596d0b,591,720.6,617,780,373.4,448.6,440.4,447.3,240
2576,450cca333151ec503717ae505d19a34e1eb101ba,422.3,549,452.5,360,475.6,481.5,525.5,433.5,560
2578,5f3feabb95a247d3256fa6c1937f9a3fa5ca9a00,387.1,464.1,455.2,580,446.2,502.1,444.9,354.9,560
2580,a7ac1df6dd2c56c6de9223a7d79b2e9d2a0a054a,601,657.7,534.3,440,467.9,540.7,519.9,445,580
2581,77b19663f69d3e984be73a22a31d776e7c04c45c,465.7,559.3,428,480,372.3,482,474.9,431.6,480
2583,54da87b25a92c3b2315e1a6120398c2712416a14,389.9,541.9,463.8,420,410.7,566.6,523.8,519.6,640
2584,33e5ac627bb4d6ee3a31129aba4cc86b83d8a0a5,458.8,477.2,506.3,560,497.1,515.6,553.7,557.3,460
2588,6583c26f055db28ad39587d7222d4bb841e8ea67,416.2,625.6,522.4,680,449.6,486.3,457.9,419.4,360
2589,db9fdf021693e9620c80ed9a4d414557fd6d19f5,391.4,369.2,354.4,540,479,487.8,476.9,457,540
2590,bdfbcecd2b9b0fb6e0ae83cfa0fe31aa8d697cae,548.3,599.4,586.8,720,746.3,662.8,663.4,895.4,760
2591,a16fec7d39e6888925c45547f002554482b7cdec,371.4,458.2,396.4,340,388.4,459.2,418.8,417.7,400
2592,dbf3c924c9e7babdc4b0be2ae7ff7fb193a14596,384.2,555.8,468.9,600,487.2,521,446.6,413.1,560
2593,422706a8f501b893c3afcf0568ed96d27e48c23e,455.2,574.7,537.8,540,463,567.1,507.5,388.7,620
2595,be5ba4c4aa6628688aa6402e8d97c28ddad1681a,444.9,613,486.4,680,419.9,433.3,459.7,389,440
2597,57b58443cda566f5cf3bd4e500b8623eb9709975,490.2,623.7,613.6,640,403.6,514.6,503,432.1,600
2598,1276389d1bedd7bb0349f43ae9f1b45d7e07a900,409.7,499.1,491.1,440,488.7,526.2,502.9,392.2,580
2600,e19c44f83bbd09c6a4225663c603f66d32b8edb6,427.9,557.7,509.3,520,594.1,553.9,512.4,486.2,520
2603,8c000f24fa59f6853dd3934d184bed253ad81c40,460.3,580.1,523.4,600,406.2,530.2,503.1,398.9,600
2606,92d26d442aa39811a925e409313c2155c70bd207,434.4,537,533.5,480,478.8,544.4,580.5,600.6,540
2607,9b23673b3ccac52dcac8db1ae1e1940c04cf9f3b,538.4,603.4,614,700,563.9,557.6,600.5,609.9,780
2609,e0046f52481512ec10030f695dd3d56c14963819,577.2,585.6,565.5,560,466.3,484.3,511.5,357.6,480
2610,4c3d0438add4c03cb81a25c5eee309226aa28053,406.2,527.8,577,660,424.1,479.7,550.4,471.1,420
2611,a6ccfd0a72c41402e21ee1249bee9555d0f6ca85,494.8,588.2,574.6,680,456.7,558.3,431,422.2,440
2613,0ae9567502f385d06a8367de33e93952a2ab70c0,494.6,559.7,551.2,640,611.2,594.2,561.1,645.8,600
2614,69d2ddc8bdf8d604a71a2752b116907482329a27,372.8,467.1,428.8,480,571.3,606.6,595.7,559.6,620
2615,a1203344dc3ac6e15e54db1b21423904cdd91800,430.1,512.2,482,400,529.2,545.5,563.8,390.5,540
2616,c759ad904d22197f1cf3b5ef9e41ee1609513cea,668,738.4,664.7,900,501.5,609.9,578,505.1,580
2617,9c116780cc06704304d288d079076f160a17e16e,487.1,548.4,504.4,480,470.3,540.4,597.5,400.9,560
2618,5ec30b784da3aea81e18bf21e7892e19e48bfe8c,417.3,483.5,428.5,640,440.6,557.5,425.5,515.3,520
2619,29ff45ccdb3218636888020586ad0937061d5fce,548,580.9,536.8,600,491.4,528.7,553.9,521,720
2622,42e41941b2e875c39adea29e0316d4463b645bc9,566.6,537.2,609.9,760,439.7,480.5,480.3,442,340
2623,8bd03c9e28441366b398da85e8cc788bf1cae5e6,428.2,466.8,502.3,320,485.3,590.4,510.3,432.8,580
2624,3ace49b9611aa1c405b2c02d2a901e6b444a7b01,441.3,394.5,489.5,640,566.4,533.6,583.7,554.3,720
2625,c5a416e9d46068859aa2aba316db0653b8bfe95d,436.9,404.9,484,500,432.5,446.7,463,344.1,340
2626,79241e179af88eebfc54cb143d00a31f32dc1543,396.2,442,436.5,480,457.5,521.1,406,421.5,440
2627,08388faaa66a1114f5c9f268f91604a87c53bc1c,370.8,484.9,479.3,340,457.3,500.1,505.7,466,540
2629,755163a5846bc975b2f56d173b8d007274af14e9,454.7,578.5,423.4,640,390.6,413.8,457.8,389.1,440
2630,9dc8176b2b435cdabef75b6bdba80010da32bdac,420.5,594,559.9,500,580.3,622.2,581.6,474.7,900
2631,db58077a6d9064040df91d4c211f102003d2e1e2,405.8,562.6,510.6,680,521.1,479.8,522.8,434.1,540
2632,ae74666fdb53a31eabb98ff1f8be09c01d3c90d9,479.7,646.5,567.5,720,527.9,578.8,570.1,589.4,580
2633,16397992b0106ec27c19b528b0e054cd177ebc22,568.3,568.3,570,600,439.6,569.8,585.8,538.2,460
2634,ac31ca75101445def2cf48e297b8928655378167,421.6,475.3,470.5,380,506.4,586.1,578.8,457.6,200
2636,8fe81ee79ae22a3b9cd83a833861e0970c565c29,436.2,452.6,425.7,500,468.9,579.5,551.1,603.8,560
2637,2cbb5a6a737fe9b8cd65c28132dc0f62a7c9f932,534.9,593.4,584.6,540,448,409.6,434.9,408,400
2638,172c3201202c7da0b9a8233e72fde6d0c6f8d388,442,527.1,479.5,460,581.2,636.1,581.8,633.4,820
2639,798aa833377b56d48abf3216c1b5a631c3149322,465.5,431.6,466,420,398.4,471.4,435.1,410.7,560
2641,ca044ecc0326ffc8dd05e80824b936d3a4a9e4f8,625.5,660.8,619.8,820,584.8,638.1,618.6,606.2,580
2642,5bc8c472a9d28a0d0f92c9f46470258394d7e363,452.1,480.9,461.6,520,449,593.4,490.2,390.5,640
2643,826b79288e1f91a3e15010d40bef197c37340b69,429.8,455.8,507,0,424,549.8,546.3,406.3,500
2644,6c6b6f825e9bca4c092d2e3dabe056ec8300d921,579.6,599.8,610.6,560,629.8,709.1,652.2,691.7,940
2645,1653a4b2843735e9649b54a57c6146d3c8c2a5a4,562.9,591.9,568.8,580,487.1,536.7,525.1,436.4,540
2646,f77d32cb03e2d5c6607c3169151b8b24ba11cd14,406.5,357.8,429,320,588.2,651.6,626.1,628.4,740
2647,fcd382593b2bba0637f03548f6a0d7da6835f51a,432,515.5,539.1,360,604.6,636.5,672.9,503.2,800
2648,de5a01f34e0029656f45f0f7c29d71f9a2d7be97,574.9,582,589.4,800,439.1,466.4,452.2,427.9,500
2650,a23b332bafcca06eb8cefda864c756f5791de732,516.4,594.6,579.1,680,454.8,481,488.6,378.6,420
2651,ff298bf688bde9db13791da42e91b7d40a02bd0a,521.2,579,552.3,520,445.7,484.3,537,530.5,740
2652,0d46f75ddcee3b4587305b7316f53d3a3c149bdf,521.4,604.8,578.5,720,404.5,460.4,428,382.2,460
2653,ddd777e1831b4503bf1ab99610fd57852b52b2c1,450.1,560.3,448.6,560,432.2,477.1,510.2,535.9,480
2654,19e929094c9125d910057a57e7f5848a0664b815,478,516.3,416.8,300,496.4,580.8,528.2,392.7,660
2655,c3b3a42edbd7966a308858e9c60a0f5699280255,517.6,614.3,575.4,620,567.6,625.6,582.4,475.2,620
2656,69029c08cd046608078c004179d57137c7bc9789,485.7,551.5,545.3,560,457.4,550.6,528,468,520
2657,06f46db734fb75f5a610d28c37b830c2c0c193c2,502.3,532.7,568.2,480,464.7,560.2,485.3,468.9,640
2658,420e2c2feb6b050c91b9badff729fa95cdc9cd73,622.1,623.9,629.2,560,456.7,464.9,552.1,599.2,400
2659,c145f2fc6dc2a3d238e440be5eeacb9225a12e88,571.5,536.2,530.5,640,382.9,506.7,510.6,545.7,440
2660,296c589f825e518bf2656d32ca54043e9642b5e5,486.8,535,557.5,520,415.4,399.3,469,349.6,320
2661,5a02e1ababe03db1aafe9fa1176e0b8d42ada72c,424.3,508.5,540.4,560,430,586,546.3,553.1,560
2662,69bb73b125a392aa8bcdb97ccb824827a83f02a6,483.3,636.5,649,600,604.5,577,447.6,607.9,680
2663,41b5f19354c8262b799b2d6fd433f5f056d64c21,409.6,377.5,440.8,280,445.5,493.8,459.3,399.3,520
2664,179e4eb03317a216cce73131c1fe32df6d7affc7,436.3,468.5,458.9,400,459.8,455.2,512.9,432.7,560
2665,683d4874912f09abdb539e4d53f4c466a7b22bec,410.9,501.7,517.5,540,556.6,624.9,620.4,567.4,620
2667,cf05f39e6be2a1f1fb1eaa48a1e1f199bd62ffb8,468.3,476.6,493.7,440,599.2,670.3,673.8,843.7,640
2668,1e198a957380b99a5522bb8ccd848c77cab55cd4,479.6,456.4,483.3,420,495.7,579,530.1,586,540
2669,65116120167f20ec93fb8a852a2ae24c6ea83e3b,503.6,546.8,505.9,460,481.9,390.1,489.8,383.3,540
2670,c6cc92d5343c2833343ca95870de90ab97e954ff,507.9,559.4,510.9,320,467.1,465.9,440.5,513.9,320
2672,9b413c2c7b2222d50e112d2ff513eb8becef359c,412.2,485.5,414.9,460,439.6,549.3,562.2,552.6,660
2673,b133590aa5255266e53a7e5cc9ff98c7ecba5b07,580.3,576.7,568,540,458.9,553.8,428.5,468.3,620
2674,c389d7fe6b068ae69d9e18e860116bf3e83729f5,475.4,491.4,478,480,439.1,504.2,462.4,446.5,600
2675,04b6d3386f2ff30822cea94b2335647b08634f69,411.9,532.2,440.6,580,631,704.6,643.3,854.7,600
2677,122a1a72a6a33b5d34af8c204b089e6eb3a6ffc7,397,529.3,495.7,560,430.6,443.7,371.8,489.7,380
2678,f79f9d53534914cc05e3b69b442befc8747d39e5,532.7,572.4,537,580,440.7,574.6,574.4,519.5,740
2679,b9dca5370778c64f1743eab56bcff742b312866a,404.3,559.5,569.1,460,457.2,540.7,493.8,512.9,520
2680,f5a8f5810316ca0e32f1891b295b2ff52855031e,471.3,579.3,490.5,540,437.5,516.8,526.4,621.1,520
2681,467224cc802895d7c56ddade42b895a4f9feb351,483.9,495.5,531.8,480,418.8,441.9,417.3,481.8,540
2682,ecc35aaab26f1e81337edcca3215aeee255fb4a8,432.1,482.1,401.6,340,418,472.6,510.7,423,460
2683,3a1145582896288ce470f8e6e6ccfc8c4d5f7dc6,546.4,488.1,525.1,480,572,656.7,568.2,534.9,900
2684,5d6b378efe9bee999365f7e7f2baef121d802554,448.7,486.5,461.6,280,373.6,449.3,373.5,531.1,400
2685,e559b0224c70c5f6375cab74919eda3157a95fa3,369.8,488.1,376.1,540,447.6,490.3,466.7,502.3,460
